DESTINO;ORIGEN;CANTI;FOBDOL;FOBPES
PER;BOG;28;401,1;1596646,73
PER;BOG;15;122,5;487632,07
PER;BOG;6;48,3;192266,36
PER;BOG;53;461,22;1835964,61
PER;BOG;1195;22166;88235531,22
PER;BOG;115;730;2931539,7
PER;BOG;12;2,1;8347,68
PER;BOG;63;4516,65;18593196,22
PER;BOG;451,31;3608,6;14767582,03
PER;BOG;56,3;2870,6;11747442,49
PER;BOG;8,74;307,91;1260069,33
PER;BOG;329,91;2375,37;9720797,91
PER;BOG;64,63;1469,04;6011796,46
PER;BOG;76,55;4885,92;19994796,99
PER;BOG;7,79;512,6;2097728,35
PER;BOG;180,63;1959,31;8018143,09
PER;BOG;1;3100;12576514
PER;BOG;61;1744,28;7076439,3
PER;BOG;93;6335,4;25926547,48
PER;BOG;50000;1305;5268532,95
PER;BOG;250;977,32;3942342,73
PER;BOG;320;503,78;2032162,87
PER;BOG;1;6500;26370110
PER;BOG;8;2909,04;11606749,6
PER;BOG;20;441,6;1761935,42
PER;BOG;100;4078;16270771,42
PER;BOG;23;675,97;2697045,94
PER;BOG;30;592,5;2364009,82
PER;BOG;462;5416,94;21612994,73
PER;BOG;110;2609,2;10410420,98
PER;BOG;12;4426,44;17661008,69
PER;BOG;35;672,35;2682602,54
PER;BOG;1530;2516,94;10042313,72
PER;BOG;1;7780;31041344,2
PER;BOG;27;2781,54;11098038,63
PER;BOG;2;19822,48;79089514,72
PER;BOG;1;24720,61;98632514,63
PER;BOG;1;4130,84;16481597,2
PER;BOG;1;19266,77;76872292,95
PER;BOG;2160,23;30119,34;121286609,8
PER;BOG;422,52;20838,34;84328569,62
PER;BOG;399,66;14106,31;56612407,4
PER;BOG;8,07;258,23;1056762,37
PER;BOG;2700,61;25795,49;103771132,1
PER;BOG;167,63;3688,78;15095705,05
PER;BOG;4559,51;664308,02;2680565227
PER;BOG;612,2;13617,34;54816612,83
PER;BOG;214,12;14033,6;56822696,82
PER;BOG;604,12;11298,14;45504516,23
PER;BOG;303,61;826,68;3287574,09
PER;BOG;6,41;349,43;1413273,12
PER;BOG;228,44;1018,47;4131941,7
PER;BOG;14,78;359,57;1466125,1
PER;BOG;114,81;4234,79;17088740,04
PER;BOG;10222;1366,74;5576382,58
PER;BOG;425,67;36977,77;149218820,9
PER;BOG;7500;1536,34;6153133,88
PER;BOG;2016;362,88;1453356,17
PER;BOG;2200;396;1574828,64
PER;BOG;120;86,4;343598,97
PER;BOG;60;39;155096,76
PER;BOG;66,59;810,02;3260768,74
PER;BOG;25,74;215,51;881938,03
PER;BOG;3050;768;3142909,44
PER;BOG;1;1204,51;4871652,74
PER;BOG;5;143,76;571458,93
PER;BOG;2;7,52;30414,71
PER;BOG;1;14,85;59056,07
PER;BOG;12;352,8;1412985,16
PER;BOG;4;131,55;532055,29
PER;BOG;12;1717,97;6880572,92
PER;BOG;1500;84595,02;341241929,5
PER;BOG;150;587,31;2335637,9
PER;BOG;700;12193;50193581,87
PER;BOG;75;445,87;1774861,33
PER;BOG;71;181,14;724068,66
PER;BOG;580,83;154285,53;635130269,9
PER;BOG;2160;14408;57486335,12
PER;BOG;2;132,84;532032,17
PER;BOG;60;960;3882729,6
PER;BOG;169,07;16314,27;65808991,75
PER;BOG;28,72;1561,08;6383793,42
PER;BOG;26,54;654,81;2675496,54
PER;BOG;55,76;4617,68;18752706,5
PER;BOG;1000;3034,52;12067800,51
PER;BOG;4;21,44;85345,56
PER;BOG;500;6119,8;24326755,78
PER;BOG;10;465,12;1859169,97
PER;BOG;40;1068,76;4254380,86
PER;BOG;200;3607,8;14347643,35
PER;BOG;0,18;46,6;185499,22
PER;BOG;241,77;1169,29;4662241,2
PER;BOG;1;7741,6;30816754,87
PER;BOG;1;53,2;211771,64
PER;BOG;1;250;995167,5
PER;BOG;3;95,94;381905,47
PER;BOG;43;2923,81;12029402,24
PER;BOG;5;206,6;822406,42
PER;BOG;1165;9720,05;39991104,51
PER;BOG;200;4156;17098989,24
PER;BOG;30;2658;10580620,86
PER;BOG;150;1068,18;4278124,99
PER;BOG;5000;287,18;1150173,13
PER;BOG;9068;1794,21;7185918,7
PER;BOG;3000;4600;18824718
PER;BOG;1;82,61;335143,81
PER;BOG;102;5622,54;22381476,3
PER;BOG;1;118,59;481112,51
PER;BOG;170;2618;10595333,98
PER;BOG;500,1;861,17;3493715,01
PER;BOG;40;640;2563238,4
PER;BOG;147,35;2192,2;8981811,85
PER;BOG;486,8;23776,99;95308092,2
PER;BOG;1072,7;30795,27;122742492,7
PER;BOG;15,99;447,56;1773935,38
PER;BOG;1837,02;22468,75;90350846,86
PER;BOG;936;127899,41;526215263,6
PER;BOG;71,09;1593,12;6519572,76
PER;BOG;30,08;1683,79;6889796,19
PER;BOG;127,89;2642,13;10605038,09
PER;BOG;264,22;1130,33;4615183,38
PER;BOG;925,83;4358,82;17933449,53
PER;BOG;12,36;240,12;979074,89
PER;BOG;22097;2575,27;10311290,63
PER;BOG;31,36;538,45;2144293,17
PER;BOG;5000;983,95;3929567,45
PER;BOG;1;25,68;104708,65
PER;BOG;200;5698,5;23464770,43
PER;BOG;1175;30234,75;124497932,4
PER;BOG;66,24;8306,07;34201987,49
PER;BOG;113,59;10099,63;41587347,44
PER;BOG;4;21,44;87739,55
PER;BOG;130;663,39;2704932,92
PER;BOG;10,25;275,23;1094545,67
PER;BOG;1190;5720,99;23335902,34
PER;BOG;1633;6928,27;28528606,66
PER;BOG;650;4207,03;17323329,5
PER;BOG;7000;1205,89;4795631,58
PER;BOG;2200;2440,07;9699497,85
PER;BOG;2;70334,96;287833866,9
PER;BOG;116;961,1;3887178,56
PER;BOG;7000;10578;43288666,74
PER;BOG;300;722,67;2872678,29
PER;BOG;100;237,58;944401,88
PER;BOG;30;1177,79;4681821,25
PER;BOG;29;4961,82;19723681,06
PER;BOG;10;605,76;2407950,51
PER;BOG;3;114,03;453279,51
PER;BOG;5;1686,65;6902328,39
PER;BOG;47,49;1121,12;4525394,78
PER;BOG;270,81;11660,06;46435422,56
PER;BOG;428,82;11347,65;44981094,02
PER;BOG;1482,03;18709,69;74424554,49
PER;BOG;123,18;2716,72;10916155,29
PER;BOG;159,18;9616,37;39115307,15
PER;BOG;37,86;1098,02;4440952,87
PER;BOG;431,02;7936,29;31579621,59
PER;BOG;305,12;826,68;3276604,04
PER;BOG;128,35;544,64;2158718,76
PER;BOG;65000;494,93;1974716,25
PER;BOG;314,31;10136,22;40348946,86
PER;BOG;303,69;13160,6;52388005,59
PER;BOG;476,1;21107,9;83980035,73
PER;BOG;8,42;93,55;370249,38
PER;BOG;34,25;964,86;3902385,91
PER;BOG;55,58;2430;9673028,1
PER;BOG;20;1293;5220086,67
PER;BOG;0,44;24,36;99689,15
PER;BOG;28,68;2864,12;11403471,99
PER;BOG;8,19;209,4;835482,96
PER;BOG;88,48;7080,42;28402576,83
PER;BOG;2;5,84;23899,2
PER;BOG;4;15,14;61957,87
PER;BOG;10089;2179,61;8799499,69
PER;BOG;5000;1439;5925384,69
PER;BOG;12;148,3;606892,53
PER;BOG;5;24,35;99648,23
PER;BOG;129;1324,23;5419186,15
PER;BOG;3;18,22;74562,25
PER;BOG;2000;604,6;2474222,71
PER;BOG;2800;648,6;2654285,23
PER;BOG;3,4;9,6;39286,36
PER;BOG;0,19;13,24;54182,44
PER;BOG;0,64;33,43;136806,59
PER;BOG;0,21;13,88;56801,54
PER;BOG;18;1292,14;5287863,28
PER;BOG;156;1646,19;6736752,72
PER;BOG;26;343,04;1403832,88
PER;BOG;35;330,44;1352269,52
PER;BOG;12;118,84;486332,49
PER;BOG;118;849,98;3478398,65
PER;BOG;58;506,54;2072928,83
PER;BOG;26;320,84;1312983,15
PER;BOG;30;114,74;469553,94
PER;BOG;12;55,04;225241,84
PER;BOG;77;9742,28;39868624,71
PER;BOG;28;2275,08;9310378,13
PER;BOG;40;1490,06;6097817,23
PER;BOG;14;1406,84;5757253,53
PER;BOG;58;2512,22;10280833,27
PER;BOG;72;1170,97;4791995,66
PER;BOG;105;1793,99;7341599,09
PER;BOG;56;1250,04;5115576,19
PER;BOG;14;268,66;1099445,37
PER;BOG;9;280,04;1146016,09
PER;BOG;9;227,17;929654,6
PER;BOG;61;1121,43;4589261,63
PER;BOG;169;3776,96;15456566,71
PER;BOG;51;777,24;3180722,56
PER;BOG;53;1701,69;6963877,02
PER;BOG;16;181,88;744312,98
PER;BOG;6;32,14;131527,48
PER;BOG;2;11,66;47716,56
PER;BOG;8;64,44;263709,74
PER;BOG;100;100,6;411688,39
PER;BOG;10;153,6;628581,88
PER;BOG;15;591,44;2420367,65
PER;BOG;116;3840,33;15715897,65
PER;BOG;16;131,1;536504,46
PER;BOG;2,7;125,88;515142,5
PER;BOG;26,55;151,62;607247,18
PER;BOG;2;7,08;28973,69
PER;BOG;10;12;49107,96
PER;BOG;6;1816,16;7273829,75
PER;BOG;0,2;13,66;55901,22
PER;BOG;11;14,68;60075,39
PER;BOG;2;28,56;116876,94
PER;BOG;2;80,36;330809,17
PER;BOG;1;67,75;278898,97
PER;BOG;40;15,4;63021,88
PER;BOG;426,86;6122,23;24963025,49
PER;BOG;25,04;1007,92;4109733,32
PER;BOG;31,41;841,53;3431288,08
PER;BOG;536,8;5432,94;22152486,87
PER;BOG;260,93;8246,7;32781374,7
PER;BOG;417,25;19500;77514255
PER;BOG;161,4;13821,6;54942103,94
PER;BOG;2781,06;69295,51;281541803,8
PER;BOG;2128;711,17;2830933,08
PER;BOG;6;113,76;452206,23
PER;BOG;485;2193,49;8719320,16
PER;BOG;444;72;285377,04
PER;BOG;22;39,82;162956,58
PER;BOG;264;330,14;1324161,88
PER;BOG;1441,6;20831,12;85247817,3
PER;BOG;378,95;4168,38;16694611,99
PER;BOG;340,44;6453,72;26140845,05
PER;BOG;123,73;3034,23;12302742,51
PER;BOG;153,6;10164,45;41696873,01
PER;BOG;0,8;2,63;10617,8
PER;BOG;0,5;4,25;17158,05
PER;BOG;0,38;4,62;18651,81
PER;BOG;2096,13;1734641,97;6972184690
PER;BOG;12;22331,26;90377065,65
PER;BOG;6;8772,92;35504972,25
PER;BOG;252;5352,18;21730653,62
PER;BOG;150;5300;21067977
PER;IPI;5192,99;38006,9;154313715
PER;IPI;797,37;38169,99;154975884,9
PER;IPI;566,03;14427,92;58579519,38
PER;IPI;1284,91;34968,13;141975853
PER;IPI;95,19;2736,65;11111209,47
PER;IPI;5125,66;63875,65;259344720,3
PER;IPI;317,02;1547,69;6283853,55
PER;IPI;190,61;10169,36;41289127
PER;IPI;958;27477,03;111560863,3
PER;IPI;409,8;18957,88;76971836,47
PER;IPI;73,73;2534,79;10291627,61
PER;IPI;7540,35;84265,86;342132031,5
PER;IPI;667,16;4132,51;16778610,46
PER;IPI;4424,61;16949,67;68818202,64
PER;IPI;78,71;935,59;3798635,73
PER;IPI;44100;10434,87;42367137,4
PER;IPI;68362;9059,04;36781061,24
PER;IPI;1638;834,28;3387301,94
PER;IPI;80000;2413,32;9798441,19
PER;IPI;97000;9910,93;40239862,43
PER;IPI;39,08;369,45;1500022,41
PER;IPI;96,77;1195,14;4852447,65
PER;IPI;47,12;769,76;3125341,06
PER;IPI;11,41;124,21;504311,23
PER;IPI;0,31;34,02;138126,3
PER;IPI;2,08;477,48;1938640,41
PER;IPI;514,61;11678,54;47416624,18
PER;IPI;200,95;4764,5;19344584,67
PER;IPI;304,61;7361,5;29888794,22
PER;IPI;1,76;4,25;17255,63
PER;IPI;1782,42;8671,45;35207387,71
PER;IPI;24,5;2506,47;10176644,16
PER;IPI;34069;13410,5;54448641,57
PER;IPI;2600;1918,07;7787651,91
PER;IPI;78950;3217,2;13062314,56
PER;IPI;46000;24999,69;101502491,3
PER;IPI;52;103,24;419169,88
POL;BOG;30;0,3;1227,69
POL;BOG;1072,5;6259,43;24881797,59
POL;BOG;60;1,2;4910,79
POL;BOG;90;45;185246,55
POL;BOG;36;450,36;1818188,88
POL;BOG;230;1158,7;4677892,05
POL;BOG;1528;7806,93;31518059,72
POL;BOG;31;213,9;863554,94
POL;BOG;222;1960,48;7914830,25
POL;BOG;3;24,15;97498,13
POL;BOG;8;6969,74;28189183,11
POL;BOG;23127;5279,17;21463996,59
POL;BOG;503620;196214,5;807636570,4
POL;BOG;99740;19489,6;80230692,46
POL;BOG;102900;17597;71545706,63
POL;BOG;168950;27611;112260527,7
POL;BOG;47448;10770;43788558,3
POL;BOG;7025;2257,5;9106371,22
POL;BOG;820200;112260,77;453218058
POL;BOG;466900;69817,08;282205681,4
POL;BOG;3272;635,6;2554920,05
POL;BOG;22694;3857,98;15342569,18
POL;BOG;116228;18742,04;74504344,35
POL;BOG;79380;9922,5;40059017,77
POL;BOG;250;2,5;10291,47
POL;BOG;15200;4910,62;20188291,18
POL;BOG;172250;27560;111970071,6
POL;BOG;177000;28320;115004905,2
POL;BOG;46956;6191,64;24540998,55
POL;BOG;500;205;844130,55
POL;BOG;109160;18776,3;75269642,48
POL;BOG;223870;39511,5;157962144,2
POL;BOG;7480;1570,8;6246820,27
POL;BOG;31350;10722,5;43252742,17
POL;BOG;121867;15000,06;61061969,21
POL;BOG;118500;21565;87594011,35
POL;BOG;196625;62621,47;256267696,9
POL;BOG;6600;1171,5;4768198,98
POL;BOG;50250;8693,5;34822174,26
POL;BOG;6400;1984;8009784,96
POL;BOG;250;2,5;10193,6
POL;BOG;42350;6564,25;26290215,1
POL;BOG;39900;6184,5;24769293,57
POL;BOG;4550;682,5;2774901,67
POL;BOG;11550;1732,5;7043981,17
POL;BOG;55600;9452;38197280,28
POL;BOG;35200;6336;26082714,24
POL;BOG;17400;2934;11929027,86
POL;BOG;6550;1093,5;4445941,36
POL;BOG;2700;1025;4080186,75
POL;BOG;29300;4688;18775721,28
POL;BOG;57750;9240;37006754,4
POL;BOG;433209;72255,49;289484979,1
POL;BOG;467629;83337;333929222,2
POL;BOG;1110;2220;8799125,4
POL;BOG;30;18;72847,98
POL;BOG;2000;550;2242592
POL;BOG;9700;1568;6235209,12
POL;BOG;77750;12910,5;51361193,44
POL;BOG;16020;3256,2;13145898,07
POL;BOG;28;0,28;1130,41
POL;BOG;250;2,5;10193,6
POL;BOG;5900;873,88;3528019,59
POL;BOG;4800;831,26;3355954,55
POL;BOG;1200;260,86;1053141,38
POL;BOG;2450;392;1564036,88
POL;BOG;250;2,5;9974,72
POL;BOG;17850;2780,75;11153790,37
POL;BOG;24500;4658,5;18798423,49
POL;BOG;16450;2796,5;11369981,73
POL;BOG;13650;2320,5;9434665,69
POL;BOG;801356;126501;512518829,5
POL;BOG;198750;35081,25;141026209,2
POL;BOG;112160;34993,75;143205972,9
POL;BOG;24729;3961,22;16093816,64
POL;BOG;16465;2978,7;12053213,3
POL;BOG;6238;16017,22;64664560,41
POL;BOG;260;1712;6911669,28
POL;BOG;800;140,3;567466,37
POL;BOG;1000;10;40470,65
POL;BOG;76500;7420,5;29933035,51
POL;BOG;72000;9720;39208827,6
POL;BOG;7400;1776;7112986,56
POL;BOG;980;1274;5102446,44
POL;BOG;1540;2710,4;10855314,62
POL;BOG;1160;162,4;650421,74
POL;BOG;92950;13447;53973653,58
POL;BOG;129800;18951;76038966,24
POL;BOG;95475;26024,36;103705319,5
POL;BOG;76550;10410,8;42329525,82
POL;BOG;108300;14728,8;59935845,58
POL;BOG;450;122,4;500901,19
POL;BOG;16;21,76;89049,1
POL;BOG;80;21,76;89049,1
POL;BOG;89400;21456;87114578,4
POL;BOG;8320;1164,8;4729262,72
POL;BOG;687500;103599,69;412798907,9
POL;BOG;821600;125752,64;502296087
POL;BOG;47400;10461,12;41561835,68
POL;BOG;228;240,77;952912,28
POL;BOG;155;132,43;524127,47
POL;BOG;1050;134,4;543931,58
POL;BOG;250;440;1785053,6
POL;BOG;10500;1470;5963701,8
POL;BOG;6300;1001;4081517,44
POL;BOG;46400;6310,4;25962815,61
POL;BOG;54200;7371,2;30327254,44
POL;BOG;2026;2633,8;10693623,07
POL;BOG;100;176;714586,4
POL;BOG;8400;1176;4774736,4
POL;BOG;346200;53527,19;216619953,6
POL;BOG;344860;53568,3;216772741,8
POL;BOG;186025;42804,75;171347045,3
POL;BOG;4900;882;3506029,38
POL;BOG;5250;945;3756460,05
POL;BOG;15120;2789,8;11041386,74
POL;BOG;311;1,99;8079,69
POL;BOG;182700;27270;110293787,7
POL;BOG;853512;115380,99;466659567,9
POL;BOG;800;154;630218,82
POL;BOG;800;1,04;4149,48
POL;BOG;42050;5666,85;22972514,45
POL;BOG;53750;7337,5;29764398,94
POL;BOG;6475;1554;6309473,1
POL;BOG;390;507;2058496,05
POL;BOG;500;880;3572932
POL;BOG;2500;350;1421052,5
POL;BOG;2200;286;1145447,16
POL;BOG;7300;1008,5;4063169,36
POL;BOG;20850;4487,5;18243495,83
POL;BOG;750;117,9;468663,11
POL;BOG;41250;5775;22988369,25
POL;BOG;648;2113,13;8363282,52
POL;BOG;725;1065;4235334,6
PRT;BOG;5960;4138,92;16804636,03
PRT;BOG;1;50;198178,5
PRT;BOG;14550;4395,99;18101411,98
PRT;BOG;11700;703,66;2807525,99
PRT;BOG;62300;13687;54435891,98
PRT;BOG;29200;4072;16139657,04
PRT;BOG;540;702;2889846,18
PRT;BOG;1400;2464;10143277,76
PRT;BOG;11900;1666;6858238,94
PRT;BOG;300;126;518690,34
PRT;BOG;1400;350;1423026,5
PRI;BOG;710;360,9;1476921,89
PRI;BOG;110;1,1;4501,56
PRI;BOG;5800;3074;12657840,54
PRI;BOG;100;35;144119,85
PRI;BOG;3560;1885,1;7493442,15
PRI;BOG;144;64,8;257585,83
PRI;BOG;30;435;1729164,15
PRI;BOG;62512;8676,4;34492159,66
PRI;BOG;20236;3361,69;13306267,86
PRI;BOG;5780;5072;20631852,32
PRI;BOG;1200;462;1879261,02
PRI;BOG;2250;1354;5383691,98
PRI;BOG;76468;23382,56;93805704,84
PRI;BOG;18;100;404711
PRI;BOG;500;146;588939,18
PRI;BOG;1600;272;1113113,76
PRI;BOG;5684;1079,96;4352735,96
PRI;BOG;2340;1087,4;4421140,04
PRI;BOG;1750;300;1219037,25
PRI;BOG;14976;31053,44;125368637,4
PRI;BOG;1;862,3;3412785,07
PRI;BOG;272;6685;27519404,15
PRI;BOG;1000;300;1187331
PRI;BOG;1540;2552,9;10224517,67
PRI;BOG;561;12826;50762358,02
PRI;BOG;120;1020;4036925,4
PRI;BOG;120;886,8;3551687,2
PRI;BOG;35;728,26;2916724,99
PRI;BOG;760;1922,8;7700929,36
PRI;BOG;390;740;2963744,4
PRI;BOG;38;409,26;1639110,85
PRI;BOG;858;970,68;3841728,18
PRI;BOG;11000;9750;39362602,5
PRI;BOG;365;1686,95;6756335,96
PRI;BOG;900;993,3;3978226,09
PRI;BOG;620;1186,2;4750802,17
PRI;BOG;120;3052,8;12226647,16
PRI;BOG;35990;6917,3;27704201,53
PRI;BOG;220;323,4;1295236,4
PRI;BOG;13933;9227,68;37118273,47
PRI;BOG;6061;19263,77;78264377,98
PRI;BOG;5,4;100;403719
PRI;BOG;0,45;11820;47719585,8
PRI;BOG;280;5992;24190842,48
PRI;BOG;256;3232,48;13050135,93
PRI;BOG;557;11122,91;44547921,92
PRI;BOG;340;3634,6;14556791,07
PRI;BOG;1000;1060;4245363,6
PRI;BOG;2981;4292,64;17330203,28
PRI;BOG;25;885,57;3546760,98
PRI;BOG;160;958,4;3838449,5
PRI;BOG;681;2545,85;10196282
PRI;BOG;382;718,86;2879077,43
PRI;BOG;85;140,25;561709,66
PRI;BOG;210;348,6;1396163,91
PRI;BOG;792;213,84;846329,53
PRI;BOG;240;940;3764756,4
PRI;BOG;228,95;14601,28;58885012,22
PRI;BOG;90;3666;14682549,96
PRI;BOG;460;1725,8;6911932,54
PRI;BOG;90;272,7;1092179,86
PRI;BOG;275;1773,75;7103975,17
PRI;BOG;27;593;2375000,58
PRI;BOG;432;190,08;752292,92
PRI;BOG;996;16434;66347180,46
PRI;BOG;150;100;398067
PRI;BOG;500;62,5;254111,87
PRI;BOG;700;94,5;384217,15
PRI;BOG;300;36;146368,44
PRI;BOG;57,5;324;1317315,95
PRI;BOG;20;54;219552,66
PRI;BOG;96;220,8;897726,43
PRI;BOG;240;546,4;2221547,65
PRI;BOG;2450;514,5;2060603,37
PRI;BOG;1360;2970;12075396,3
PRI;BOG;1000;2600;10522486
PRI;BOG;192152;58970,34;234412408,8
PRI;BOG;19532;5638,15;22412153,68
PRI;BOG;300;321;1313637,93
PRI;BOG;396;5148;21067314,84
PRI;BOG;840;15620,4;63923831,52
PRI;BOG;721;10049,66;41126525,09
PRI;BOG;142150;44832;184554962,9
PRI;BOG;900;162;666887,58
PRI;BOG;15900;10833;44595019,47
PRI;BOG;1725;473,5;1932672,25
PRI;BOG;9000;3465;13833630,9
PRI;BOG;150;54;213719,58
PRI;BOG;400;56;226492,56
PRI;BOG;2190;339,9;1374728,94
PRI;BOG;8064;2275,18;9056740,77
PRI;BOG;1792;505,59;2009765,75
PRI;BOG;158,59;3680,64;15062393,49
PRI;BOG;38;1262;5002025,34
PRI;BOG;1830;1610,4;6629356,53
PRI;BOG;750;1115;4587433,35
PRI;BOG;915;686,25;2825009,88
PRI;BOG;180;1724,21;7010275,77
PRI;BOG;1504;4243;17456932,47
PRI;BOG;63;10063;40726067,93
PRI;BOG;1000;2860;11384716,2
PRI;BOG;282;186;765257,94
PRI;BOG;2;5660;22850495,4
PRI;BOG;1000;40;163693,2
PRI;BOG;300;264;1080375,12
PRI;BOG;2,35;25,5;101364,79
PRI;BOG;21250;2741,25;11129886,18
PRI;BOG;400;115,6;469353,34
PRI;BOG;336;319,87;1298720,18
PRI;BOG;800;200,8;815278,12
PRI;BOG;120;545,88;2216354,68
PRI;BOG;14525;3486;14213955,84
PRI;BOG;200;260;1060134,4
PRI;BOG;10129;2257,78;9121071,19
PRI;BOG;3830;1363,4;5507371,88
PRI;BOG;12;28,8;117430,27
PRI;BOG;3200;448;1826693,12
PRI;BOG;984;374,88;1528550,69
PRI;BOG;1181,64;11183,08;45556721,13
PRI;BOG;154,25;7629,38;31163792,56
PRI;BOG;159,07;5519,63;22102216,81
PRI;BOG;37,87;583,94;2372432,2
PRI;BOG;16,97;409,58;1644287,86
PRI;BOG;400,35;3495,88;14192476,47
PRI;BOG;97,21;330,82;1322088,8
PRI;BOG;143,52;788,48;3165541,86
PRI;BOG;16,44;56,54;232815,32
PRI;BOG;21864;5561,04;22163010,21
PRI;BOG;3400;408;1621836,72
PRI;BOG;80;142,8;565169,55
PRI;BOG;990;355,14;1442528,49
PRI;BOG;29;560,4;2292323,25
PRI;BOG;336,42;7060,54;28426263,18
PRI;BOG;92,91;4986,55;20196783,13
PRI;BOG;135,28;7777,39;31676928,5
PRI;BOG;272,38;7133,03;28759784,45
PRI;BOG;422,94;5658,38;22957367,95
PRI;BOG;117,34;409,8;1642423,95
PRI;BOG;112,1;547,25;2253416,79
PRI;BOG;10280;17304,7;70259677,7
PRI;BOG;32;7,3;30059,28
PRI;BOG;664,44;20830,43;85244993,6
PRI;BOG;12;1775,82;7267241,46
PRI;BOG;1004;14883,59;60908561,86
PRI;BOG;10568;2390,44;9723592,59
PRI;BOG;3280;2084,8;8582266,83
PRI;BOG;43;152,9;629426,59
PRI;BOG;2240;560;2273684
PRI;BOG;400;608;2468571,2
PRI;BOG;1424;3958;16070073,7
PRI;BOG;11479;5122,29;20606265,26
PRI;BOG;9540;3349,5;13346239,66
PRI;BOG;192;1056;4287518,4
PRI;BOG;5400;918;3662719,02
PRI;BOG;3560;783,2;3179909,48
PRI;BOG;4496;3183,28;12924594,29
PRI;BOG;19644;2508,72;10327371,66
PRI;BOG;380;95,2;386526,28
PRI;BOG;33;231;914244,87
PRI;BOG;1200;285,6;1155854,61
PRI;BOG;25;127,55;516208,88
PRI;BOG;12480;1718,4;6810998,68
PRI;BOG;150;178,5;722409,13
PRI;BOG;2480;2189;8859123,78
PRI;BOG;6900;1242;5026510,62
PRI;BOG;600;60;242826,6
PRI;BOG;4900;613,7;2477321,71
PRI;BOG;27700;2770;11210494,7
PRI;BOG;46450;6081,45;24560229,96
PRI;BOG;6000;1499,9;6051696,36
PRI;BOG;7947;7134,14;28822974,35
PRI;BOG;5140;1144,44;4621981,9
PRI;BOG;7304;20331,1;82023668,5
PRI;BOG;45;319,2;1291837,5
PRI;BOG;17675;4268,25;17318140,71
PRI;BOG;330;501,6;2036571,24
PRI;BOG;620;1135,44;4607417,31
PRI;BOG;3120;1372,98;5560059,32
PRI;BOG;540;342,9;1388458,47
PRI;BOG;50;270;1095373,8
PRI;BOG;546;1035;4198932,89
PRI;BOG;32580;5055;20379034,77
PRI;BOG;2100;444;1801493,22
PRI;BOG;300;126;511174,44
PRI;BOG;8174;5546,42;22501673,65
PRI;BOG;616,17;5885,3;23404896,45
PRI;BOG;8,93;200,07;795646,37
PRI;BOG;1,04;10,77;42830,56
PRI;BOG;2,35;33,75;134218,35
PRI;BOG;41,08;291,2;1158055,8
PRI;BOG;44,31;180,83;719131,97
PRI;BOG;150718;23539,76;94442118,99
PRI;BOG;2040;922,62;3730550,55
PRI;BOG;420;592,88;2411724,48
PRI;BOG;134364;26515,15;106240066,4
PRI;BOG;619,81;5984,3;24421927,38
PRI;BOG;16,55;348,94;1387678,54
PRI;BOG;10,32;292,63;1163742,68
PRI;BOG;37,25;291,15;1157856,96
PRI;BOG;7;676,9;2746142,68
PRI;BOG;6;6643,5;26952280,89
PRI;BOG;5;1956;7935374,64
PRI;BOG;1;461,2;1871060,72
PRI;BOG;192;1,92;7635,53
PRI;BOG;2,85;2,3;9285,53
PRI;BOG;434;9038,5;36459772,45
PRI;BOG;500;750;2968327,5
PRI;BOG;229;688;2722945,76
PRI;BOG;1740;6935,5;27449113,83
PRI;BOG;229;1146;4535604,42
PRI;BOG;1240;4453,5;17625928,69
PRI;BOG;122;915;3621359,55
PRI;BOG;276;276;1092344,52
PRI;BOG;418,42;349002,71;1400904259
PRI;BOG;120;180;712398,6
PRI;BOG;2745;7477;30225445,52
PRI;BOG;252;252;997358,04
PRI;BOG;102;1065;4296028,95
PRI;BOG;7459;39434,5;159433369,8
PRI;BOG;70;210;851957,4
PRI;BOG;2974;16392,5;66302732,95
PRI;BOG;6586;25682,5;103800165,9
PRI;BOG;1671;12710;51463779,76
PRI;BOG;52;1132;4583766,72
PRI;BOG;1203;12143,92;49027312,38
PRI;BOG;66;762;3137695,02
PRI;BOG;510000;6832,14;27575467,85
PRI;BOG;310,82;18014,93;73669474,44
PRI;BOG;328;3643,12;15001311,65
QAT;BOG;4525;4733,7;19212001,06
QAT;BOG;4650;4880,2;19943243,65
QAT;BOG;240;127;514014,52
QAT;BOG;268;3006;12156395,94
QAT;BOG;7,5;70;284605,3
QAT;BOG;6;41,1;162902,72
QAT;BOG;6;46,2;183116,93
QAT;BOG;3967,8;18065,6;72637492,67
QAT;BOG;90;862;3474020,94
QAT;BOG;5;42,4;168055,36
QAT;BOG;4;29,9;118510,74
QAT;BOG;55;610,8;2462028,51
QAT;BOG;76,2;894;3604683,42
QAT;BOG;120;1194;4820404,86
QAT;BOG;461;1927,35;7858653,98
QAT;BOG;3;7000;28460530
QAT;BOG;115,7;916,72;3700972,81
QAT;BOG;20,46;353,7;1427954,1
QAT;BOG;21,12;771,6;3115095,8
QAT;BOG;10,65;442,8;1787667,73
QAT;BOG;134,8;2824,74;11404012,08
QAT;BOG;114,6;8692,5;35093274,07
QAT;BOG;118,2;612,3;2469914,1
QAT;BOG;300;40,8;167863,03
QAT;BOG;500;117,3;469885,58
QAT;BOG;300;45;182119,95
QAT;BOG;8300;1232,4;4987658,36
QAT;BOG;116;200,72;803895,64
QAT;BOG;140;420;1682125,2
